content,score,label,text_clean,text_stopword,text_tokenize,text_stemmed
"Slot heronya tambahin 1 lagi soalnya suka nanggung,terus klo soal bug aku fine fine aja soalnya pasti ada bug disetiap game klo ada bug juga developer siap benerin,udah bagus gamenya",5,positif,slot heronya tambahin   lagi soalnya suka nanggung terus klo soal bug aku fine fine aja soalnya pasti ada bug disetiap game klo ada bug juga developer siap benerin udah bagus gamenya,slot heronya tambahin suka nanggung klo bug fine fine aja bug disetiap game klo bug developer benerin udah bagus gamenya,"['slot', 'heronya', 'tambahin', 'suka', 'nanggung', 'klo', 'bug', 'fine', 'fine', 'aja', 'bug', 'disetiap', 'game', 'klo', 'bug', 'developer', 'benerin', 'udah', 'bagus', 'gamenya']",slot hero tambahin suka nanggung klo bug fine fine aja bug tiap game klo bug developer benerin udah bagus gamenya
Sekali kali kasih pity dibawah 50 lah. udah lama main dari awal rilis sampai sekarang pasti harus hard pity di 85 up terus gak kasihan habis dapat karakter langsung dapet standar karakter sedih banget lama lama main,1,negatif,sekali kali kasih pity dibawah    lah  udah lama main dari awal rilis sampai sekarang pasti harus hard pity di    up terus gak kasihan habis dapat karakter langsung dapet standar karakter sedih banget lama lama main,kali kasih pity dibawah udah main rilis hard pity up gak kasihan habis karakter langsung dapet standar karakter sedih banget main,"['kali', 'kasih', 'pity', 'dibawah', 'udah', 'main', 'rilis', 'hard', 'pity', 'up', 'gak', 'kasihan', 'habis', 'karakter', 'langsung', 'dapet', 'standar', 'karakter', 'sedih', 'banget', 'main']",kali kasih pity bawah udah main rilis hard pity up gak kasihan habis karakter langsung dapet standar karakter sedih banget main
"Perbaiki texture Objek supaya texturenya terlihat, karakternya harus mendekat",3,negatif,perbaiki texture objek supaya texturenya terlihat  karakternya harus mendekat,perbaiki texture objek texturenya karakternya mendekat,"['perbaiki', 'texture', 'objek', 'texturenya', 'karakternya', 'mendekat']",baik texture objek texturenya karakter dekat
Game nya bagus tapi tolonglah size gamenya di kecilin kasian yang mainnya di android seperti saya penyimpanannya tidak mencukupi kalo bisa hoyofers kasihnya 20GB atau mungkin dibawahnya agar pemain di android tidak terlalu pecah pecah saat bermain,1,negatif,game nya bagus tapi tolonglah size gamenya di kecilin kasian yang mainnya di android seperti saya penyimpanannya tidak mencukupi kalo bisa hoyofers kasihnya   gb atau mungkin dibawahnya agar pemain di android tidak terlalu pecah pecah saat bermain,game nya bagus tolonglah size gamenya kecilin kasian mainnya android penyimpanannya mencukupi kalo hoyofers kasihnya gb dibawahnya pemain android pecah pecah bermain,"['game', 'nya', 'bagus', 'tolonglah', 'size', 'gamenya', 'kecilin', 'kasian', 'mainnya', 'android', 'penyimpanannya', 'mencukupi', 'kalo', 'hoyofers', 'kasihnya', 'gb', 'dibawahnya', 'pemain', 'android', 'pecah', 'pecah', 'bermain']",game nya bagus tolong size gamenya kecilin kasi main android simpan cukup kalo hoyofers kasih gb bawah main android pecah pecah main
Game nya bagus bangat dan thx hoyo memberikan banyak primonya dan mohon ajak hoyo memberikan skin gratis 5★ karakter dan dari events jg 😍😭😭😭,5,positif,game nya bagus bangat dan thx hoyo memberikan banyak primonya dan mohon ajak hoyo memberikan skin gratis    karakter dan dari events jg     ,game nya bagus bangat thx hoyo primonya mohon ajak hoyo skin gratis karakter events jg,"['game', 'nya', 'bagus', 'bangat', 'thx', 'hoyo', 'primonya', 'mohon', 'ajak', 'hoyo', 'skin', 'gratis', 'karakter', 'events', 'jg']",game nya bagus bangat thx hoyo primonya mohon ajak hoyo skin gratis karakter events jg
Game ini bagus game nya grafik ultra yg tinggi dan karakter saat gacha bagus dan aku sering dpt karakter b5 kayak nahida klee dan kamisato Ayaka tapi untuk lain kali kadang memberi gift code terimakasih 🤗,5,positif,game ini bagus game nya grafik ultra yg tinggi dan karakter saat gacha bagus dan aku sering dpt karakter b  kayak nahida klee dan kamisato ayaka tapi untuk lain kali kadang memberi gift code terimakasih  ,game bagus game nya grafik ultra yg karakter gacha bagus dpt karakter b kayak nahida klee kamisato ayaka kali kadang gift code terimakasih,"['game', 'bagus', 'game', 'nya', 'grafik', 'ultra', 'yg', 'karakter', 'gacha', 'bagus', 'dpt', 'karakter', 'b', 'kayak', 'nahida', 'klee', 'kamisato', 'ayaka', 'kali', 'kadang', 'gift', 'code', 'terimakasih']",game bagus game nya grafik ultra yg karakter gacha bagus dpt karakter b kayak nahida klee kamisato ayaka kali kadang gift code terimakasih
"Ini game open world pertama saya, membuat saya kagum melihat grafis yang dihadirkan dengan mekanisme yang unik membuat saya semakin suka terhadap game ini. Hanya saja game ini memiliki sistem gacha yang terbilang tinggi",5,positif,ini game open world pertama saya  membuat saya kagum melihat grafis yang dihadirkan dengan mekanisme yang unik membuat saya semakin suka terhadap game ini  hanya saja game ini memiliki sistem gacha yang terbilang tinggi,game open world kagum grafis dihadirkan mekanisme unik suka game game memiliki sistem gacha terbilang,"['game', 'open', 'world', 'kagum', 'grafis', 'dihadirkan', 'mekanisme', 'unik', 'suka', 'game', 'game', 'memiliki', 'sistem', 'gacha', 'terbilang']",game open world kagum grafis hadir mekanisme unik suka game game milik sistem gacha bilang
"Grafik ny udh bagus,story ny bagus, pokoknya bagus semua. cuma minusnya pelit bansos",5,positif,grafik ny udh bagus story ny bagus  pokoknya bagus semua  cuma minusnya pelit bansos,grafik ny udh bagus story ny bagus pokoknya bagus minusnya pelit bansos,"['grafik', 'ny', 'udh', 'bagus', 'story', 'ny', 'bagus', 'pokoknya', 'bagus', 'minusnya', 'pelit', 'bansos']",grafik ny udh bagus story ny bagus pokok bagus minus pelit bansos
"Game ny bagus, tapi tolong dong untuk jaringan ny masih suka merah, padahal sinyal saya bagus",3,negatif,game ny bagus  tapi tolong dong untuk jaringan ny masih suka merah  padahal sinyal saya bagus,game ny bagus tolong jaringan ny suka merah sinyal bagus,"['game', 'ny', 'bagus', 'tolong', 'jaringan', 'ny', 'suka', 'merah', 'sinyal', 'bagus']",game ny bagus tolong jaring ny suka merah sinyal bagus
"Game ini harus didownload sih,soalnya bagus banget,walaupun size nya besar,tapi secara exploring itu mapnya besar banget,jadi kita bisa menikmati juga pemandangan disini,lalu update rutinnya juga memperbaiki bug bug yang ada di game ini,pokoknya game baguss",5,positif,game ini harus didownload sih soalnya bagus banget walaupun size nya besar tapi secara exploring itu mapnya besar banget jadi kita bisa menikmati juga pemandangan disini lalu update rutinnya juga memperbaiki bug bug yang ada di game ini pokoknya game baguss,game didownload sih bagus banget size nya exploring mapnya banget menikmati pemandangan update rutinnya memperbaiki bug bug game pokoknya game baguss,"['game', 'didownload', 'sih', 'bagus', 'banget', 'size', 'nya', 'exploring', 'mapnya', 'banget', 'menikmati', 'pemandangan', 'update', 'rutinnya', 'memperbaiki', 'bug', 'bug', 'game', 'pokoknya', 'game', 'baguss']",game didownload sih bagus banget size nya exploring map banget nikmat pandang update rutin baik bug bug game pokok game baguss
"Game nya seru sih,graviknya juga bagus ,dan smooth udh gitu char nya lucu"" dan keren"" tapi rada susah untuk apalin namanya...,oh iya ini tuh cocok banget buat berpetualang bersama teman sih,bisa Mabar juga jadi asik ,tapi JUJUR MEMO GUA LANGSUNG TERKURAS SETELAH MAIN GAME INI ,tapi ofc gamenya good sih sampe disini,but pas baru download/restart trus download datany lgi , lama bangettt cok udh kaya NUNGGU antrian sembako sumpah lebih lama unduh data nya sih ini, ribet banget knp harus lama woi!..",5,positif,game nya seru sih graviknya juga bagus  dan smooth udh gitu char nya lucu  dan keren  tapi rada susah untuk apalin namanya    oh iya ini tuh cocok banget buat berpetualang bersama teman sih bisa mabar juga jadi asik  tapi jujur memo gua langsung terkuras setelah main game ini  tapi ofc gamenya good sih sampe disini but pas baru download restart trus download datany lgi   lama bangettt cok udh kaya nunggu antrian sembako sumpah lebih lama unduh data nya sih ini  ribet banget knp harus lama woi   ,game nya seru sih graviknya bagus smooth udh gitu char nya lucu keren rada susah apalin namanya oh iya tuh cocok banget berpetualang teman sih mabar asik jujur memo gua langsung terkuras main game ofc gamenya good sih sampe but pas download restart trus download datany lgi bangettt cok udh kaya nunggu antrian sembako sumpah unduh data nya sih ribet banget knp woi,"['game', 'nya', 'seru', 'sih', 'graviknya', 'bagus', 'smooth', 'udh', 'gitu', 'char', 'nya', 'lucu', 'keren', 'rada', 'susah', 'apalin', 'namanya', 'oh', 'iya', 'tuh', 'cocok', 'banget', 'berpetualang', 'teman', 'sih', 'mabar', 'asik', 'jujur', 'memo', 'gua', 'langsung', 'terkuras', 'main', 'game', 'ofc', 'gamenya', 'good', 'sih', 'sampe', 'but', 'pas', 'download', 'restart', 'trus', 'download', 'datany', 'lgi', 'bangettt', 'cok', 'udh', 'kaya', 'nunggu', 'antrian', 'sembako', 'sumpah', 'unduh', 'data', 'nya', 'sih', 'ribet', 'banget', 'knp', 'woi']",game nya seru sih graviknya bagus smooth udh gitu char nya lucu keren rada susah apalin nama oh iya tuh cocok banget tualang teman sih mabar asik jujur memo gua langsung kuras main game ofc gamenya good sih sampe but pas download restart trus download datany lgi bangettt cok udh kaya nunggu antri sembako sumpah unduh data nya sih ribet banget knp woi
"Tambahkan tombol skip dialog, males banget ngebaca ulang dialog yang udah dibaca",3,negatif,tambahkan tombol skip dialog  males banget ngebaca ulang dialog yang udah dibaca,tambahkan tombol skip dialog males banget ngebaca ulang dialog udah dibaca,"['tambahkan', 'tombol', 'skip', 'dialog', 'males', 'banget', 'ngebaca', 'ulang', 'dialog', 'udah', 'dibaca']",tambah tombol skip dialog males banget ngebaca ulang dialog udah baca
"Kontrol tidak bisa di atur, kamera saat battle tidak nyaman, ping selalu tinggi, cuma grafik dan story bagus. Game kikir",1,negatif,kontrol tidak bisa di atur  kamera saat battle tidak nyaman  ping selalu tinggi  cuma grafik dan story bagus  game kikir,kontrol atur kamera battle nyaman ping grafik story bagus game kikir,"['kontrol', 'atur', 'kamera', 'battle', 'nyaman', 'ping', 'grafik', 'story', 'bagus', 'game', 'kikir']",kontrol atur kamera battle nyaman ping grafik story bagus game kikir
"Heyy kenapa ga bisa masuk ke game ny? Selalu ada tulisan ""penyimpanan tidak cukup""Saya udh coba berbagai cara tetep aja ga bisa tolong saya cuma mau main jangan di persulit gini!!",2,negatif,heyy kenapa ga bisa masuk ke game ny  selalu ada tulisan  penyimpanan tidak cukup saya udh coba berbagai cara tetep aja ga bisa tolong saya cuma mau main jangan di persulit gini  ,heyy ga masuk game ny tulisan penyimpanan udh coba tetep aja ga tolong main persulit gini,"['heyy', 'ga', 'masuk', 'game', 'ny', 'tulisan', 'penyimpanan', 'udh', 'coba', 'tetep', 'aja', 'ga', 'tolong', 'main', 'persulit', 'gini']",heyy ga masuk game ny tulis simpan udh coba tetep aja ga tolong main sulit gin
Woi ayolah hoyoverse masa main game ini kadang lag banget kadang lancar dikit. Tolonglah dari update 4.1 kemaren loh ini. Udah game gacha mau mainnya pun gacha juga,1,negatif,woi ayolah hoyoverse masa main game ini kadang lag banget kadang lancar dikit  tolonglah dari update     kemaren loh ini  udah game gacha mau mainnya pun gacha juga,woi ayolah hoyoverse main game kadang lag banget kadang lancar dikit tolonglah update kemaren loh udah game gacha mainnya gacha,"['woi', 'ayolah', 'hoyoverse', 'main', 'game', 'kadang', 'lag', 'banget', 'kadang', 'lancar', 'dikit', 'tolonglah', 'update', 'kemaren', 'loh', 'udah', 'game', 'gacha', 'mainnya', 'gacha']",woi ayo hoyoverse main game kadang lag banget kadang lancar dikit tolong update kemaren loh udah game gacha main gacha
"Game nya seru , Perbanyak event dan reddem code kalau bisa kasih b5 gratis lagi yang lebih bagus dari alloy",5,positif,game nya seru   perbanyak event dan reddem code kalau bisa kasih b  gratis lagi yang lebih bagus dari alloy,game nya seru perbanyak event reddem code kasih b gratis bagus alloy,"['game', 'nya', 'seru', 'perbanyak', 'event', 'reddem', 'code', 'kasih', 'b', 'gratis', 'bagus', 'alloy']",game nya seru banyak event reddem code kasih b gratis bagus alloy
Game terfavoritku untuk 2023 ini. Semoga bisa menjadi favorit untuk tahun seterusnya.,5,positif,game terfavoritku untuk      ini  semoga bisa menjadi favorit untuk tahun seterusnya ,game terfavoritku semoga favorit,"['game', 'terfavoritku', 'semoga', 'favorit']",game favorit moga favorit
"ngumpulin niat 1thn cuma buat balik main game ini, perihal ke hack jadi males main genshin. tapi apalah daya, namanya juga suka pasti di download lagi ❤❤❤. hoyo please update your security system 🙏🙏🙏",5,positif,ngumpulin niat  thn cuma buat balik main game ini  perihal ke hack jadi males main genshin  tapi apalah daya  namanya juga suka pasti di download lagi      hoyo please update your security system    ,ngumpulin niat thn main game perihal hack males main genshin apalah daya namanya suka download hoyo please update your security system,"['ngumpulin', 'niat', 'thn', 'main', 'game', 'perihal', 'hack', 'males', 'main', 'genshin', 'apalah', 'daya', 'namanya', 'suka', 'download', 'hoyo', 'please', 'update', 'your', 'security', 'system']",ngumpulin niat thn main game perihal hack males main genshin apa daya nama suka download hoyo please update your security system
Kenapa setiap pakai kuota selalu ada tulisan memeriksa update dan ketika pakai wifi malah tidak ada tulisan itu Ditambah loadingnya lama padahal cuma 1 KB,1,negatif,kenapa setiap pakai kuota selalu ada tulisan memeriksa update dan ketika pakai wifi malah tidak ada tulisan itu ditambah loadingnya lama padahal cuma   kb,pakai kuota tulisan memeriksa update pakai wifi tulisan ditambah loadingnya kb,"['pakai', 'kuota', 'tulisan', 'memeriksa', 'update', 'pakai', 'wifi', 'tulisan', 'ditambah', 'loadingnya', 'kb']",pakai kuota tulis periksa update pakai wifi tulis tambah loadingnya kb
"Semakin kesini semakin gak BS dimainkan, baru juga masuk udh keluar sendiri, br loading permainan juga langsung keluar sendiri, internet lancar dan aman, size kapasitas hp juga masih aman, awal bermain lancar2 aja, semakin kesini semakin mengecewakan",1,negatif,semakin kesini semakin gak bs dimainkan  baru juga masuk udh keluar sendiri  br loading permainan juga langsung keluar sendiri  internet lancar dan aman  size kapasitas hp juga masih aman  awal bermain lancar  aja  semakin kesini semakin mengecewakan,kesini gak bs dimainkan masuk udh br loading permainan langsung internet lancar aman size kapasitas hp aman bermain lancar aja kesini mengecewakan,"['kesini', 'gak', 'bs', 'dimainkan', 'masuk', 'udh', 'br', 'loading', 'permainan', 'langsung', 'internet', 'lancar', 'aman', 'size', 'kapasitas', 'hp', 'aman', 'bermain', 'lancar', 'aja', 'kesini', 'mengecewakan']",kesini gak bs main masuk udh br loading main langsung internet lancar aman size kapasitas hp aman main lancar aja kesini kecewa
Grafik nya Waw Banget ga bosen mainnya seruu banget cobainn,5,positif,grafik nya waw banget ga bosen mainnya seruu banget cobainn,grafik nya waw banget ga bosen mainnya seruu banget cobainn,"['grafik', 'nya', 'waw', 'banget', 'ga', 'bosen', 'mainnya', 'seruu', 'banget', 'cobainn']",grafik nya waw banget ga bosen main seruu banget cobainn
"Game yang bagus, aku suka sama fantasi nya yang liar. Tapi sayang banget pas update 4.3 tiba-tiba nge-stack di loading screen dan ada pop up ""jaringan error"".Apa-apaan coba!,padahal jaringan udah bagus, banget malah. Kalo mau main harus pake VPN biar bisa. Tolong bagi developer hal ini diperbaiki, sayang game nya bagus banget padahal. Sekian dari Traveler",3,negatif,game yang bagus  aku suka sama fantasi nya yang liar  tapi sayang banget pas update     tiba tiba nge stack di loading screen dan ada pop up  jaringan error  apa apaan coba  padahal jaringan udah bagus  banget malah  kalo mau main harus pake vpn biar bisa  tolong bagi developer hal ini diperbaiki  sayang game nya bagus banget padahal  sekian dari traveler,game bagus suka fantasi nya liar sayang banget pas update nge stack loading screen pop up jaringan error coba jaringan udah bagus banget kalo main pake vpn biar tolong developer diperbaiki sayang game nya bagus banget sekian traveler,"['game', 'bagus', 'suka', 'fantasi', 'nya', 'liar', 'sayang', 'banget', 'pas', 'update', 'nge', 'stack', 'loading', 'screen', 'pop', 'up', 'jaringan', 'error', 'coba', 'jaringan', 'udah', 'bagus', 'banget', 'kalo', 'main', 'pake', 'vpn', 'biar', 'tolong', 'developer', 'diperbaiki', 'sayang', 'game', 'nya', 'bagus', 'banget', 'sekian', 'traveler']",game bagus suka fantasi nya liar sayang banget pas update nge stack loading screen pop up jaring error coba jaring udah bagus banget kalo main pake vpn biar tolong developer baik sayang game nya bagus banget sekian traveler
